Seq_ID	subsample	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Yale-TB027	0.1	NC_000962.3	1	4411532	2171840	4247267	96.2765	62.9794	39.6	60
Yale-TB027	0.2	NC_000962.3	1	4411532	4347569	4309879	97.6957	126.09	39.6	60
Yale-TB027	0.15	NC_000962.3	1	4411532	3260973	4294827	97.3545	94.5685	39.6	60
Yale-TB027	0.5	NC_000962.3	1	4411532	10865332	4323892	98.0134	315.1	39.6	60
Yale-TB027	1	NC_000962.3	1	4411532	21725264	4326118	98.0638	630.041	39.6	60
Yale-TB028	0.05	NC_000962.3	1	4411532	1372193	4270037	96.7926	39.1659	39.6	60
Yale-TB028	0.25	NC_000962.3	1	4411532	6861479	4324465	98.0264	195.818	39.6	60
Yale-TB028	0.1	NC_000962.3	1	4411532	2746010	4313690	97.7821	78.3729	39.6	60
Yale-TB028	0.2	NC_000962.3	1	4411532	5490877	4323523	98.005	156.704	39.6	60
Yale-TB028	0.15	NC_000962.3	1	4411532	4117363	4320522	97.937	117.514	39.6	60
Yale-TB028	0.5	NC_000962.3	1	4411532	13720237	4326657	98.0761	391.561	39.6	60
Yale-TB028	1	NC_000962.3	1	4411532	27446377	4327630	98.0981	783.269	39.6	60
Yale-TB018	0.05	NC_000962.3	1	4411532	1581619	4082142	92.5334	44.2048	39.6	60
Yale-TB018	0.25	NC_000962.3	1	4411532	7914722	4295398	97.3675	221.156	39.6	60
Yale-TB018	0.1	NC_000962.3	1	4411532	3166543	4231244	95.9133	88.4875	39.6	60
Yale-TB018	0.2	NC_000962.3	1	4411532	6328091	4286169	97.1583	176.826	39.6	60
Yale-TB018	0.15	NC_000962.3	1	4411532	4749481	4269043	96.7701	132.727	39.6	60
Yale-TB018	0.5	NC_000962.3	1	4411532	15833217	4305725	97.6016	442.383	39.6	60
Yale-TB018	1	NC_000962.3	1	4411532	31664138	4309648	97.6905	884.595	39.6	60
Yale-TB106	0.05	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB106	0.25	NC_000962.3	1	4411532	6	312	0.00707237	0.000139861	39.8	60
Yale-TB106	0.1	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB106	0.2	NC_000962.3	1	4411532	2	107	0.00242546	4.78E-05	39.9	60
Yale-TB106	0.15	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB106	0.5	NC_000962.3	1	4411532	20	1239	0.0280855	0.000521134	39.7	60
Yale-TB106	1	NC_000962.3	1	4411532	56	3764	0.0853218	0.00155207	39.5	60
Yale-TB043	0.05	NC_000962.3	1	4411532	2607	80471	1.82411	0.0583172	39.7	60
Yale-TB043	0.25	NC_000962.3	1	4411532	12318	220243	4.99244	0.274521	39.7	60
Yale-TB043	0.1	NC_000962.3	1	4411532	5028	125510	2.84504	0.112197	39.7	60
Yale-TB043	0.2	NC_000962.3	1	4411532	9902	194015	4.39791	0.220969	39.7	60
Yale-TB043	0.15	NC_000962.3	1	4411532	7427	159581	3.61736	0.165455	39.7	60
Yale-TB043	0.5	NC_000962.3	1	4411532	24629	319064	7.2325	0.549684	39.7	60
Yale-TB043	1	NC_000962.3	1	4411532	49107	444511	10.0761	1.09644	39.7	60
Yale-TB088	0.05	NC_000962.3	1	4411532	3359026	4311955	97.7428	100.383	39.6	60
Yale-TB088	0.25	NC_000962.3	1	4411532	16794908	4313180	97.7706	501.914	39.6	60
Yale-TB088	0.1	NC_000962.3	1	4411532	6714203	4312497	97.7551	200.646	39.6	60
Yale-TB088	0.2	NC_000962.3	1	4411532	13433532	4312965	97.7657	401.459	39.6	60
Yale-TB088	0.15	NC_000962.3	1	4411532	10072238	4312685	97.7593	300.987	39.6	60
Yale-TB088	0.5	NC_000962.3	1	4411532	33603250	4313266	97.7725	1004.28	39.6	60
Yale-TB088	1	NC_000962.3	1	4411532	67204238	4313453	97.7768	2008.5	39.6	60
Yale-TB075	0.05	NC_000962.3	1	4411532	1850534	4276130	96.9307	53.1759	39.6	60
Yale-TB075	0.25	NC_000962.3	1	4411532	9253755	4313361	97.7747	265.937	39.6	60
Yale-TB075	0.1	NC_000962.3	1	4411532	3701482	4304321	97.5698	106.378	39.6	60
Yale-TB075	0.2	NC_000962.3	1	4411532	7403431	4312076	97.7455	212.759	39.6	60
Yale-TB075	0.15	NC_000962.3	1	4411532	5552264	4309670	97.691	159.555	39.6	60
Yale-TB075	0.5	NC_000962.3	1	4411532	18502771	4315402	97.8209	531.736	39.6	60
Yale-TB075	1	NC_000962.3	1	4411532	36996321	4316799	97.8526	1063.17	39.6	60
Yale-TB063	0.05	NC_000962.3	1	4411532	812339	4125698	93.5208	23.5471	39.6	60
Yale-TB063	0.25	NC_000962.3	1	4411532	4057963	4300631	97.4861	117.633	39.6	60
Yale-TB063	0.1	NC_000962.3	1	4411532	1623071	4260838	96.5841	47.0553	39.6	60
Yale-TB063	0.2	NC_000962.3	1	4411532	3244910	4297242	97.4093	94.0706	39.6	60
Yale-TB063	0.15	NC_000962.3	1	4411532	2434856	4289197	97.2269	70.5792	39.6	60
Yale-TB063	0.5	NC_000962.3	1	4411532	8105729	4305890	97.6053	234.956	39.6	60
Yale-TB063	1	NC_000962.3	1	4411532	16208261	4308272	97.6593	469.884	39.6	60
Yale-TB098	0.05	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB098	0.25	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB098	0.1	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB098	0.2	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB098	0.15	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB098	0.5	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB098	1	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB049	0.05	NC_000962.3	1	4411532	10	403	0.00913515	0.000179529	39.7	60
Yale-TB049	0.25	NC_000962.3	1	4411532	48	1223	0.0277228	0.000967691	39.6	60
Yale-TB049	0.1	NC_000962.3	1	4411532	16	651	0.0147568	0.000319164	39.7	60
Yale-TB049	0.2	NC_000962.3	1	4411532	42	1080	0.0244813	0.000859792	39.6	60
Yale-TB049	0.15	NC_000962.3	1	4411532	26	770	0.0174543	0.000529748	39.8	60
Yale-TB049	0.5	NC_000962.3	1	4411532	96	1717	0.0389207	0.00198706	39.6	60
Yale-TB049	1	NC_000962.3	1	4411532	172	3114	0.0705877	0.00373136	39.6	60
Yale-TB015	0.05	NC_000962.3	1	4411532	1122065	4190915	94.9991	32.5962	39.6	60
Yale-TB015	0.25	NC_000962.3	1	4411532	5611005	4309151	97.6792	162.926	39.6	60
Yale-TB015	0.1	NC_000962.3	1	4411532	2244830	4291880	97.2877	65.1928	39.6	60
Yale-TB015	0.2	NC_000962.3	1	4411532	4488438	4307855	97.6499	130.338	39.6	60
Yale-TB015	0.15	NC_000962.3	1	4411532	3366866	4305297	97.5919	97.7744	39.6	60
Yale-TB015	0.5	NC_000962.3	1	4411532	11212386	4310668	97.7136	325.579	39.6	60
Yale-TB015	1	NC_000962.3	1	4411532	22433604	4311459	97.7316	651.372	39.6	60
Yale-TB100	0.05	NC_000962.3	1	4411532	979247	4325220	98.0435	29.6985	39.6	60
Yale-TB100	0.25	NC_000962.3	1	4411532	4897291	4327446	98.094	148.536	39.6	60
Yale-TB100	0.1	NC_000962.3	1	4411532	1957169	4326760	98.0784	59.3578	39.6	60
Yale-TB100	0.2	NC_000962.3	1	4411532	3914983	4327367	98.0922	118.739	39.6	60
Yale-TB100	0.15	NC_000962.3	1	4411532	2935597	4327081	98.0857	89.0365	39.6	60
Yale-TB100	0.5	NC_000962.3	1	4411532	9802931	4327760	98.1011	297.351	39.6	60
Yale-TB100	1	NC_000962.3	1	4411532	19612078	4327979	98.106	594.852	39.6	60
Yale-TB071	0.05	NC_000962.3	1	4411532	17	829	0.0187917	0.000432729	39.7	60
Yale-TB071	0.25	NC_000962.3	1	4411532	77	2018	0.0457437	0.00174475	39.7	60
Yale-TB071	0.1	NC_000962.3	1	4411532	35	1336	0.0302843	0.000824884	39.8	60
Yale-TB071	0.2	NC_000962.3	1	4411532	61	1631	0.0369713	0.00140518	39.6	60
Yale-TB071	0.15	NC_000962.3	1	4411532	43	1346	0.0305109	0.000990586	39.7	60
Yale-TB071	0.5	NC_000962.3	1	4411532	156	3422	0.0775694	0.00351828	39.7	60
Yale-TB071	1	NC_000962.3	1	4411532	301	4724	0.107083	0.0066172	39.7	60
